Buyer ID,Name,Preferred Art Styles,Favorite Mediums,Buying Motivation
fdc93ede-97f8-4be9-955d-064f74c7c859,Lori Anderson,"Neo-Abstract Expressionist, Abstract","Mixed Media, Acrylic","Build a Collection, Inspire Me"
9b74a921-08e2-4f7c-a76e-e135b0199830,Virginia Bowman,Realist Figurative,"Watercolor, Oil","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me, Investment"
5a768e36-a448-415a-82af-45f95364f169,Brandon Davis,"Expressive Figurative, Conceptual","Acrylic, Oil, Sculpture",Support Artists
1a3c8ad1-b41c-4713-913c-cf1d65a586fa,Debra Gonzalez,"Expressive Figurative, Street Art, Realist Figurative","Oil, Prints & Multiples, Photography","Build a Collection, Decorate Home/Space, Support Artists"
5099c87d-13ad-4628-adac-8dc800a12f9b,Stephanie Jones,"Expressive Figurative, Minimalist, Abstract",Oil,"Support Artists, Inspire Me"
de2ddd71-7329-40c7-a720-f6fb2f56f69d,Amy Young,Landscape,"Oil, Acrylic","Build a Collection, Decorate Home/Space"
b5ffe525-538d-476f-96c4-d759a50a819b,Michael Flynn,"Expressive Figurative, Abstract","Oil, Digital","Build a Collection, Investment"
79e30dc1-b329-404c-b9a1-f17ce55faf83,Jaime Peterson,"Abstract, Expressive Figurative, Contemporary Surrealism","Oil, Mixed Media","Inspire Me, Investment"
12e3313b-c82c-408c-af80-ab4fceaf89fa,Patrick Jones,"Abstract, Expressive Figurative","Acrylic, Ceramics","Build a Collection, Support Artists, Inspire Me"
3e7dd79d-8253-4166-a8dc-ab63e069fab7,Jacob White,"Minimalist, Contemporary Surrealism, Realist Figurative",Oil,Decorate Home/Space
0c602038-bf61-41d4-a975-2417e35c6adf,Travis Lester,"Abstract, Realist Figurative","Acrylic, Watercolor","Decorate Home/Space, Support Artists, Investment"
42aa0847-94cf-4af5-9dd2-58c28655cf63,Elizabeth Montoya,Expressive Figurative,"Digital, Acrylic","Build a Collection, Decorate Home/Space, Inspire Me"
95f09b02-6c35-4d9a-a579-74ffdd686d66,Natalie Ramos,Realist Figurative,"Oil, Acrylic, Mixed Media","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me, Investment"
cc9ff7a8-b514-470a-a032-c38072059fc8,Sarah Ingram,"Realist Figurative, Contemporary Surrealism, Minimalist","Oil, Sculpture, Ceramics","Decorate Home/Space, Support Artists, Investment"
1b4d26a7-665b-47c7-997c-cbf62f451e21,Briana Townsend,"Realist Figurative, Abstract",Watercolor,"Build a Collection, Decorate Home/Space, Inspire Me"
92515af9-ec17-4ef1-a362-ed563a65ef7b,Monica Larson,"Expressive Figurative, Conceptual","Oil, Acrylic","Build a Collection, Support Artists, Inspire Me, Investment"
0479919e-ce7d-49e6-8a4b-09d460682b77,Benjamin Carney,"Abstract, Expressive Figurative, Street Art","Sculpture, Acrylic, Watercolor","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me"
862d4999-beb3-44d7-919d-f171fe42838e,Patrick Fernandez,"Realist Figurative, Expressive Figurative, Abstract","Watercolor, Mixed Media","Support Artists, Investment"
9f191954-f40a-4737-8cde-e5b6843dc8d9,Heather Newman,"Realist Figurative, Abstract, Expressive Figurative",Sculpture,"Build a Collection, Decorate Home/Space, Support Artists, Investment"
8e173938-f2df-4baf-bd01-6edca93d80cc,Sharon Wilson,"Realist Figurative, Minimalist",Mixed Media,"Build a Collection, Support Artists, Inspire Me, Investment"
2b0bb1ed-7517-408f-b8bd-b382a05c10d2,Mr. Robert Cuevas,"Abstract, Landscape, Minimalist","Acrylic, Photography","Decorate Home/Space, Investment"
55f69d4f-35ad-40f8-b98e-081f5885cfaa,Matthew Cisneros,Expressive Figurative,"Oil, Acrylic",Support Artists
d152c33e-e2e2-41bd-8c5a-f2ab0f6c4951,Timothy Richards,Minimalist,Digital,"Decorate Home/Space, Investment"
d0b495c4-afe0-4e2d-b4a7-f0c09b1a2a87,Frederick Russell,Abstract,"Acrylic, Mixed Media, Prints & Multiples","Build a Collection, Decorate Home/Space, Investment"
6ced6f64-6b5f-40e3-9d3c-5063776b057a,Teresa Finley,Abstract,"Oil, Digital","Inspire Me, Investment"
67a2efff-4427-4501-bf6b-997c28e839e8,Richard Neal,"Abstract, Expressive Figurative, Landscape","Acrylic, Mixed Media, Oil","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me, Investment"
6b39e311-c135-4df0-b129-3fccb05c358f,Kevin Gonzalez,"Expressive Figurative, Abstract","Ceramics, Sculpture",Build a Collection
b5438a23-a0f3-4609-b7c6-f917f2a25a14,David Miller,Abstract,"Acrylic, Oil","Build a Collection, Inspire Me, Investment"
077cc9b8-31ed-4cc2-b881-4afd1eda22bb,Rachel Gallegos,"Minimalist, Conceptual, Abstract","Mixed Media, Acrylic","Decorate Home/Space, Support Artists"
39f859a3-9436-4b1c-93f7-78bab3d91ef9,Jody Wilson,"Conceptual, Other",Oil,"Decorate Home/Space, Support Artists, Investment"
e64fed31-466e-44d9-9c75-21081daed059,Douglas Hopkins,Street Art,"Mixed Media, Watercolor","Decorate Home/Space, Support Artists, Inspire Me"
71ff4ec3-5570-4746-92ef-bca4a6b9e29a,John Allen,"Conceptual, Contemporary Surrealism","Oil, Mixed Media","Build a Collection, Support Artists, Inspire Me"
d1964c31-fd7d-4d0d-a566-be78d83875fc,William Key,"Conceptual, Realist Figurative","Mixed Media, Acrylic","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me"
289685d9-75e6-4f4d-b591-93aa77be251f,Joseph Moran,"Realist Figurative, Contemporary Surrealism","Oil, Acrylic, Mixed Media",Decorate Home/Space
a9b8eb3f-dff7-4a30-a137-052dd39525bd,Keith Leonard,"Abstract, Contemporary Surrealism, Realist Figurative","Watercolor, Oil, Acrylic","Inspire Me, Investment"
18c35ecb-e841-4ff8-a6ee-4aa4c8f7b01c,Amy Webb,"Realist Figurative, Abstract, Neo-Abstract Expressionist","Acrylic, Oil","Decorate Home/Space, Support Artists, Inspire Me, Investment"
95079e2b-d551-49d4-8ecc-d69266078dad,John Underwood,"Abstract, Realist Figurative, Expressive Figurative","Ceramics, Watercolor, Oil","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me"
60f89e3e-9c1d-4227-852a-b45cccca4a12,Stephen Russell,Expressive Figurative,"Oil, Photography","Build a Collection, Support Artists"
233e856c-a072-43a7-a78a-9227642460d2,Curtis Cooper,"Expressive Figurative, Abstract, Contemporary Surrealism","Digital, Sculpture",Build a Collection
7b9de0b9-fddd-40f0-86f4-43ce5e442f2f,Taylor Brown,Landscape,"Sculpture, Watercolor","Build a Collection, Decorate Home/Space, Support Artists, Investment"
022a8194-82cc-4fac-a51b-136de70ca243,Justin Burke,"Contemporary Surrealism, Abstract","Acrylic, Oil, Digital","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me"
d5fb0d31-dbba-46ed-bb93-1f5987a45955,Dominique Cabrera DDS,Contemporary Surrealism,"Photography, Acrylic, Oil","Build a Collection, Inspire Me, Investment"
38ddfc61-6b20-48d2-8a4a-c3ab12dc5a0c,Kimberly Stark,"Abstract, Expressive Figurative",Mixed Media,"Build a Collection, Decorate Home/Space, Inspire Me"
a579b3a6-6557-4ea9-a077-d4460256d172,Wendy Bradford,"Realist Figurative, Abstract, Expressive Figurative","Sculpture, Acrylic, Ceramics","Build a Collection, Decorate Home/Space, Support Artists, Investment"
6da221de-b9ee-4145-967d-2b1b98c08ed8,Drew Harper,Abstract,"Sculpture, Oil, Photography",Support Artists
5b6c7617-ce63-4a43-bc15-26c27d65bc93,Larry Brown,Expressive Figurative,"Watercolor, Oil, Digital",Build a Collection
9ed565c2-1824-42c5-8cf6-f25908ae7a11,Cody Harding,Contemporary Surrealism,"Acrylic, Oil, Mixed Media",Inspire Me
3da8009b-e8bb-4f2d-a98f-ab0b20ac57a5,Susan Cox,"Expressive Figurative, Landscape","Acrylic, Digital, Oil","Build a Collection, Support Artists, Inspire Me"
e28f69e0-b4ed-48b4-8bc7-86c0ab4d0392,Jay Boone,Minimalist,"Acrylic, Watercolor","Build a Collection, Decorate Home/Space"
e3aed28e-cd4b-47ae-aaca-2f926c770b03,Katherine Mcdaniel,"Expressive Figurative, Contemporary Surrealism",Oil,"Build a Collection, Investment"
831f5699-e687-4533-a666-afc1a47c8583,Joseph Perez,"Expressive Figurative, Abstract, Realist Figurative","Photography, Watercolor","Build a Collection, Decorate Home/Space, Investment"
4dc6eb1f-7d9b-472e-81a3-ff2e2e9c2469,Tammy Thomas,"Minimalist, Conceptual",Oil,"Inspire Me, Investment"
ab79ca9f-3fe4-47e0-94c3-b9dd83b6a1bb,Sydney Clark,Abstract,"Oil, Watercolor","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me, Investment"
266c81fd-a471-4d15-9b84-9b31c753f658,Michael Estrada MD,"Abstract, Expressive Figurative, Realist Figurative","Oil, Mixed Media, Digital","Build a Collection, Support Artists, Investment"
84394f16-09bf-472a-aded-21466996b1f8,Erika Francis,Abstract,"Acrylic, Oil","Build a Collection, Inspire Me"
533111ae-c5d8-42ad-86e8-3363ee54359d,Kathy Wilson,"Expressive Figurative, Landscape","Mixed Media, Acrylic","Build a Collection, Support Artists, Inspire Me"
7cc83f2d-f423-4ffb-972d-a4912a75adc9,Danielle Munoz,Abstract,"Acrylic, Oil, Sculpture",Build a Collection
b94b87a8-0964-4fbe-a0ef-529dc22eab50,Kelly Bryant,"Abstract, Expressive Figurative",Oil,"Build a Collection, Inspire Me"
de9e6f8f-cdec-405d-beea-4890334bc5bb,Jacqueline Pham,"Conceptual, Abstract, Expressive Figurative","Oil, Digital",Build a Collection
fbb2da3d-9692-4b07-9ddf-a93bbec84cb8,Laura Mclean,"Abstract, Minimalist, Expressive Figurative","Oil, Digital, Sculpture","Build a Collection, Decorate Home/Space, Investment"
f5b4d3a7-ca08-4eef-97fc-0154d8ed88f5,Gina Jacobson,"Realist Figurative, Expressive Figurative","Oil, Ceramics","Build a Collection, Inspire Me"
b3e22216-ca47-4c69-ac0d-d5cc987f61fe,Chelsea Singh,Expressive Figurative,Acrylic,"Build a Collection, Inspire Me"
cf678aa9-b32c-4054-9537-edba51ad07ff,Katie Paul,"Contemporary Surrealism, Abstract, Landscape","Sculpture, Acrylic, Oil",Build a Collection
98ba502a-a169-4a4c-b11c-b1ef1fdc3cdc,Anthony Grant,"Abstract, Conceptual, Realist Figurative","Acrylic, Photography, Oil","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me"
468077b6-1213-4c7f-ae3f-f426aa2fecde,Kerri Carrillo,"Conceptual, Realist Figurative",Acrylic,"Build a Collection, Decorate Home/Space, Support Artists, Inspire Me"
00ed5eed-95e6-4f00-b498-8e3804f751fb,Brian Brown,Abstract,"Mixed Media, Sculpture, Oil","Build a Collection, Decorate Home/Space, Investment"
b6c478ac-75b4-4de0-8f38-855813c08bf3,Jack Snyder,"Realist Figurative, Expressive Figurative","Oil, Acrylic, Sculpture",Build a Collection
e8cfe992-5eeb-4298-b79e-b8b77141776e,Kayla Campos,Expressive Figurative,"Oil, Sculpture, Digital","Decorate Home/Space, Inspire Me"
454fcfb1-b175-4c79-946d-36a8e36d051e,Amber Ward,Abstract,Oil,Build a Collection
b981cab3-331b-4840-9ad5-162a6bc24f7f,Rhonda Bryant,"Expressive Figurative, Landscape, Conceptual","Mixed Media, Ceramics, Acrylic","Build a Collection, Decorate Home/Space, Support Artists, Inspire Me"
57d763d1-29ae-4279-8989-9117289d154f,Tammy Stein,Contemporary Surrealism,"Oil, Sculpture, Watercolor","Build a Collection, Support Artists, Inspire Me"
f79f22c8-ee9d-4f06-8184-650111cf32b9,Henry Watson,"Conceptual, Realist Figurative, Minimalist",Acrylic,"Build a Collection, Decorate Home/Space, Inspire Me"
8faf3f2c-fcc6-4d5e-bddf-c91705e634ef,Michelle Brown,"Realist Figurative, Street Art","Watercolor, Oil","Build a Collection, Support Artists, Inspire Me"
6b80914c-e942-4e35-b9ea-8892e3383eef,Daniel Burns,"Abstract, Conceptual","Acrylic, Digital, Oil","Build a Collection, Support Artists, Inspire Me"
70cda079-39c0-4e4e-ac42-2b37a3646bd9,Denise Carroll,"Expressive Figurative, Abstract, Minimalist","Oil, Acrylic",Build a Collection
b047fc08-1e8c-4ef4-9007-a93550996077,Alicia Hicks,"Realist Figurative, Abstract, Expressive Figurative","Acrylic, Mixed Media","Build a Collection, Decorate Home/Space, Investment"
b71ccdc2-6bb7-4985-affd-cf7657163e2d,Jacqueline Steele,Minimalist,"Acrylic, Digital","Build a Collection, Decorate Home/Space, Support Artists"
162a2623-36ec-449a-b50e-7b330efaaba3,Johnny Miller,Realist Figurative,Acrylic,"Decorate Home/Space, Support Artists, Investment"
69f6cbd8-a5f8-4b81-bea3-be2ca3b6483f,Brian Taylor,"Abstract, Expressive Figurative, Other","Ceramics, Oil, Sculpture","Build a Collection, Decorate Home/Space, Support Artists"
